AA00;country;ARUBA
AC00;country;ANTIGUA AND BARBUDA
AC01;parish;Barbuda
AC01;dependency;Barbuda
AC03;parish;Saint George
AC04;parish;Saint John
AC05;parish;Saint Mary
AC06;parish;Saint Paul
AC07;parish;Saint Peter
AC08;parish;Saint Philip
AC09;dependency;Redonda
AE00;country;UNITED ARAB EMIRATES
AE01;emirate;Abū Z̧aby
AE02;emirate;ʻAjman
AE03;emirate;Dubayy
AE04;emirate;Al Fujayrah
AE05;emirate;Raʼs al Khaymah
AE06;emirate;Ash Shāriqah
AE07;emirate;Umm al Qaywayn
AF00;country;AFGHANISTAN
AF01;province;Badakhshan
AF02;province;Badghis
AF03;province;Baghlan
AF04;province;Balkh
AF05;province;Bamian
AF06;province;Farah
AF07;province;Faryab
AF08;province;Ghazni
AF09;province;Ghowr
AF10;province;Helmand
AF11;province;Herat
AF12;province;Jowzjan
AF13;province;Kabol
AF14;province;Kapisa
AF15;province;Konar
AF16;province;Laghman
AF17;province;Lowgar
AF18;province;Nangarhar
AF19;province;Nimruz
AF20;province;Oruzgan
AF21;province;Paktia
